year,month,day,validity,causeCode,earthquakeMagnitude,locationCountry,locationName,locationLat,locationLong,maxWaterHeight,runups,numDeaths,numInjuries,descrDamage,numDestroyedHouses
1652,,,4,8,,ICELAND,ICELAND,,,,0,,,,
1653,7,,1,1,*,PHILIPPINES,SIBUYAN SEA,  13.100,  121.600,,1,,,,
1653,,,1,0,,PORTUGAL,AZORES,  38.400,  -27.100,,0,,,,
1655,11,13,1,1, 7.7,PERU,CENTRAL PERU, -12.300,  -77.600,,0,,,,
1657,3,15,3,1, 8.0,CHILE,CENTRAL CHILE, -36.830,  -73.030,,1,40,,3,
1657,7,9,-1,1,*,CHILE,CENTRAL CHILE, -33.500,  -70.700,,1,,,,
1657,12,,2,1,*,INDONESIA,BANDA SEA,  -3.000,  128.000,,1,,,,
1657,12,,-1,9,,JAPAN,CHOSHI,,,,0,,,,
1659,2,17,1,1,,GREECE,AEGEAN SEA,  41.000,   27.800,,0,,,,
1659,11,11,2,6,*,INDONESIA,BANDA SEA,  -6.920,  129.125,   1.50,1,,,,
1660,,,2,6,,PAPUA NEW GUINEA,LONG ISLAND,  -5.358,  147.120,,0,,,,
1661,1,8,2,1, 6.0,TAIWAN,SOUTH CHINA SEA,  23.000,  120.100,,1,,,,
1661,4,22,3,1,*,ITALY,GULF OF VENICE,,,,1,,,,
1662,10,20,-1,1,,JAPAN,SANRIKU,,,,0,,,,
1662,10,30,4,1, 7.6,JAPAN,HIUGANADA,  31.700,  132.000,   1.00,3,200,,4,2500
1664,,,4,6,,JAPAN,"TORISHIMA, RYUKYU ISLANDS",  27.850,  128.250,,1,,,1,
1666,5,31,3,1, 6.4,JAPAN,AICHI PREFECTURE,  35.000,  136.800,,4,,,1,
1667,4,6,2,1, 7.2,CROATIA,DALMATIAN COASTS,  42.600,   18.100,,3,,,1,
1667,11,30,2,1, 6.6,TURKEY,IZMIR,  38.400,   27.100,,1,,,,
1667,,,4,1, 6.7,JAPAN,"MIYAKOJIMA, JAPAN",  25.000,  125.500,,1,,,,
1668,4,13,0,1,*,USA,"BOSTON AND SALEM, MASSACHUSETTS",  42.350,  -71.050,,2,,,,
1668,7,10,3,1, 6.6,TURKEY,"SMYRNA, W. TURKEY",  38.400,   27.100,,0,,,,
1668,7,25,3,1, 8.5,CHINA,"TANCHENG, SHANDONG PROVINCE",  35.300,  118.600,,4,,,,
1668,7,31,2,1, 6.4,NORTH KOREA,YELLOW SEA,  38.000,  126.000,,2,,,1,
1668,11,23,1,0,,PORTUGAL,AZORES,  38.500,  -28.100,,0,,,,
1670,8,19,4,1, 6.8,CHINA,EAST CHINA SEA,  33.000,  122.500,,5,,,,
1670,9,,-1,9,,JAPAN,"SEIONAIKAI, JAPAN",,,,1,,,,
1670,12,17,4,1, 6.4,JAPAN,"BOSO, JAPAN",  35.500,  141.000,   2.00,1,,,1,
1671,2,27,1,1, 6.9,JAPAN,NANKAIDO,  33.400,  134.700,,0,,,,
1672,2,14,3,1,,GREECE,AEGEAN SEA,,,,0,,,,
1672,4,14,4,1, 5.6,ITALY,CENTRAL ADRIATIC,  43.933,   12.583,,2,,,,
1672,4,,1,1, 6.5,GREECE,ISLAND OF TENEDOS,  40.000,   26.000,,1,,,,
1672,,,1,1,*,GREECE,THIRA ISLAND &  CYCLADE ISLANDS,  36.500,   25.500,,1,,,,
1673,5,20,-1,6,*,INDONESIA,N. MOLUCCAS ISLANDS,   1.375,  127.520,,0,,,,
1673,7,12,-1,1,*,INDONESIA,BANDA SEA,  -3.000,  128.000,,0,,,,
1673,8,12,3,6,*,INDONESIA,N. MOLUCCAS ISLANDS,   1.375,  127.520,,1,,,,
1674,2,17,4,1, 6.8,INDONESIA,BANDA SEA,  -3.750,  127.750, 100.00,32,2244,6,3,
1674,5,6,3,1, 6.0,INDONESIA,BANDA SEA,  -3.700,  128.200,,1,,,,
1675,3,,2,1,*,PHILIPPINES,SULU SEA,  13.000,  121.000,,1,,,,
1676,11,,1,9,,JAPAN,HITACHI,,,,3,,,1,
1676,,,1,1,,PORTUGAL,AZORES,  38.733,  -27.066,,1,,,,
1677,4,13,4,1, 8.1,JAPAN,SANRIKU,  40.000,  144.000,   6.00,4,,,1,
1677,11,4,4,1, 7.4,JAPAN,OFF SE. BOSO PENINSULA,  35.000,  141.500,   8.00,18,500,,3,1001
1677,12,7,2,1,*,PHILIPPINES,W. LUZON ISLAND,  14.500,  120.500,,1,,,,
1678,6,18,3,1, 8.4,PERU,CENTRAL PERU,  -9.000,  -79.000,,1,,,3,
1680,8,29,-1,9,,JAPAN,ENSHUNADA,,,,0,,,,
1680,9,28,2,1,*,JAPAN,TOTOMI-NADA,  34.600,  137.600,,2,,,2,
1680,10,9,4,1,,SPAIN,ALBORAN SEA,  36.500,   -3.600,,0,,,,
1681,2,10,1,1,,GREECE,CRETE,  35.600,   24.000,,0,,,,
1681,3,10,1,1, 7.5,CHILE,NORTHERN CHILE, -18.500,  -70.350,,0,,,,
1681,6,12,1,1,*,SOUTH KOREA,SEA OF JAPAN,  37.500,  129.500,,2,,,,
1681,6,26,1,8,,SOUTH KOREA,SEA OF JAPAN,  37.500,  129.500,,1,,,,
1681,12,11,2,1,*,INDONESIA,SUMATRA,,,,0,,,,
1682,8,,3,1,,ITALY,BAY OF NAPLES,,,,5,,,,
1682,10,19,-1,0,,PERU,PERU,,,,0,,,,
1682,12,,-1,0,,CHINA,SOUTH CHINA SEA,,,,0,,,,
1686,,,-1,1,,CHILE,CHILE,,,,0,,,,
1687,7,12,1,1, 7.5,CHILE,CENTRAL CHILE, -32.800,  -70.700,,0,,,,
1687,7,26,-1,9,,JAPAN,S. JAPAN,,,,1,,,,
1687,10,20,4,1, 8.5,PERU,S. PERU, -13.500,  -76.500,,10,5000,,3,
1688,3,1,1,1,*,JAMAICA,PORT ROYAL,  17.600,  -76.500,,1,,,1,
1688,7,10,2,1, 7.0,TURKEY,IZMIR,  38.400,   26.900,,1,,,,
1689,,,2,0,,JAPAN,SANRIKU,,,   2.00,1,,,,
1690,2,3,2,6,,ITALY,BAY OF NAPLES,,,,1,,,,
1690,4,16,4,1, 8.0,ANTIGUA AND BARBUDA,ANTIGUA; SAINT KITTS AND NEVIS,  17.500,  -61.500,,3,,,,
1690,,,-1,0,,INDONESIA,BANDA SEA,,,,0,,,,
1690,,,-1,0,,PERU,PERU,,,,0,,,,
1691,7,26,1,1,,PORTUGAL,AZORES,,,,0,,,,
1692,6,7,4,3, 7.7,JAMAICA,PORT ROYAL,  17.800,  -76.700,   1.80,4,2000,,3,
1693,1,9,2,1, 6.0,ITALY,EASTERN SICILY,  37.333,   15.167,,0,,,,
1693,1,11,4,1,,ITALY,ISLAND OF SICILY,  37.133,   15.017,,2,,,,
1693,2,13,1,6,,ICELAND,MOUNT HEKLA,  64.000,  -19.683,,0,,,,
1694,4,,0,1, 5.5,TAIWAN,TAIWAN,  25.000,  121.500,,0,,,,
1694,9,8,2,1,,ITALY,ADRIATIC SEA,  40.800,   15.600,,1,,,,
1696,7,25,-1,9,,JAPAN,"FUKUSHIMA, JAPAN",,,,1,2450,,,
1696,11,25,1,9,,JAPAN,ISHINOMAKI,,,,1,,,,
1698,5,14,2,6,,ITALY,BAY OF NAPLES,  40.821,   14.426,,5,,,,
1698,12,22,4,1, 6.4,JAPAN,SEIKAIDO-NANKAIDO,  33.300,  131.700,,1,,,,
1699,1,,2,1,,ITALY,CATANIA,  37.150,   15.100,,1,,,,
1699,3,,1,8,,JAPAN,SW. KYUSHU ISLAND,,,,2,,,,
1699,9,8,-1,0,,JAPAN,ENSHUNADA,,,,1,,,,
1700,1,27,4,1, 9.0,USA,CASCADIA SUBDUCTION ZONE,  45.000, -125.000,,7,2,,3,
1700,4,1,2,8,,JAPAN,NAGASAKI PREFECTURE,  32.700,  129.700,,1,1001,,2,300
1700,4,16,2,1, 7.0,JAPAN,"TSUSHIMA, NAGASAKI PREFECTURE",  34.200,  129.300,   6.00,1,1000,,3,
1700,9,12,4,1, 6.5,SOUTH KOREA,YELLOW SEA,  36.500,  126.500,,4,,,,
1703,2,2,0,1, 6.7,ITALY,LATIUM,  42.467,   13.200,,0,,,,
1703,7,2,2,1, 3.2,ITALY,LIGURIA-COTE D'AZUR,  44.400,    8.917,,1,,,,
1703,12,30,4,1, 8.2,JAPAN,OFF SW BOSO PENINSULA,  34.700,  139.800,  11.70,48,5233,,4,20162
1704,1,,2,0,,JAPAN,SURUGA,  34.800,  138.600,   2.00,1,,,,
1704,,,2,0,,JAPAN,"TAIJI, KII",  33.600,  136.000,   2.00,2,,,1,30
1705,11,26,1,1,*,CHILE,NORTHERN CHILE, -18.600,  -70.200,   8.00,1,,,2,
1706,5,5,3,6,,SPAIN,"TENERIFE, CANARY ISLANDS",  28.271,  -16.641,,1,,,3,
1707,5,,1,6,,GREECE,ISLAND OF THIRA,,,,0,,,,
1707,7,20,3,1,,ITALY,BAY OF NAPLES,,,,1,,,,
1707,10,28,4,1, 8.4,JAPAN,ENSHUNADA,  34.100,  137.800,  11.00,2,2000,,4,10000
1707,10,28,4,1, 8.4,JAPAN,NANKAIDO,  33.200,  134.800,  25.70,29,5000,,4,17000
1708,2,13,4,1, 7.0,JAPAN,TOKAIDO,  34.000,  137.000,,4,,,1,
1708,11,28,3,1,*,INDONESIA,BANDA SEA,  -3.690,  128.150,,2,,,1,
1710,3,6,3,1,*,INDONESIA,BANDA SEA,  -4.530,  129.900,,1,,,1,
1710,4,16,0,1, 5.5,CHINA,HUNAN PROVINCE,  27.800,  111.600,   2.00,1,,,,
1711,9,5,4,1, 7.0,INDONESIA,BANDA SEA,  -4.000,  129.000,   1.20,2,2,,1,2
1711,12,20,4,1, 6.7,JAPAN,"SEIONAIKAI, JAPAN",  34.300,  134.000,   2.00,1,,,,
1714,6,30,2,6,,ITALY,CAMPANIA,  40.821,   14.426,,1,,,,
1714,8,4,0,1,*,MYANMAR (BURMA),AVA (INNWA),  21.850,   95.967,,1,,,,
1715,8,23,3,1, 7.5,PERU,PERU, -17.300,  -70.800,,0,,,,
1715,12,29,4,1, 6.6,JAPAN,SEIKAIDO,  33.300,  131.700,,1,,,,
1716,9,24,4,6,*,PHILIPPINES,"TAAL, LUZON ISLAND",  14.002,  120.993,,1,,,,
1716,,,-1,0,,JAPAN,OSHIMA ISLAND,  34.730,  139.400,,1,,,,
1718,10,5,-1,0,,JAPAN,TOKAIDO,,,,1,,,,
1719,,,-1,6,,ITALY,BAY OF NAPLES,,,,0,,,,
1721,3,24,1,1,,SPAIN,BALEARIC ISLANDS,,,,1,,,,
1721,,,1,1,*,TAIWAN,TAINAN,  23.000,  120.200,,1,2000,,4,
1722,9,24,-1,9,,JAPAN,"ISE BAY, JAPAN",,,,1,,,,
1722,10,,1,1,*,INDONESIA,"DJAKARTA (JAKARTA), JAVA",  -6.174,  106.829,,1,,,,
1722,12,27,1,1,*,PORTUGAL,"TAVIRA, ALGARVE",  37.200,   -7.600,,0,,,,
1723,2,18,1,1, 7.0,GREECE,IONIAN SEA,  38.500,   20.500,,1,,,,
1723,3,28,2,1,,ITALY,BAY OF NAPLES,,,,1,,,,
1724,,,-1,1,,PERU,CENTRAL PERU,,,,0,,,,
1725,3,27,2,1,*,PERU,S. PERU, -16.600,  -72.700,   2.00,1,,,2,
1726,4,1,4,1, 6.6,JAPAN,KATSUYAMA,  36.300,  136.000,,1,,,2,
1726,9,1,4,1, 5.8,ITALY,NORTHERN SICILY,  38.117,   13.350,,1,,,,
1726,,,2,0,,VENEZUELA,PENINSULA DE ARAYA,  10.633,  -64.300,,2,,,1,
1727,7,4,2,1, 5.2,ITALY,SICILY CHANNEL,  37.500,   13.000,,1,,,,
1730,3,23,2,0,,ITALY,TORRE ANNUNZIATA,,,,1,,,,
1730,7,8,4,1, 8.7,CHILE,CENTRAL CHILE, -32.500,  -71.500,   8.00,16,3,,3,
1730,11,10,1,1, 7.6,JAPAN,KASHIMA,  36.200,  142.200,,0,,,,
1731,1,8,4,8,,NORWAY,WESTERN NORWAY,  62.333,    6.967,,0,,,,
1731,3,20,2,1,,ITALY,TYRRHENIAN SEA,  41.510,   15.500,,3,,,,
1731,10,7,-1,1, 6.6,JAPAN,SANRIKU,,,,1,,,,
1732,2,25,3,1,*,MEXICO,S. MEXICO,  16.800,  -99.900,   3.00,1,,,1,
1732,11,,2,1,,GREECE,ISLAND OF KERKYRA (CORFU),  39.500,   20.000,,1,,,,
1732,12,4,3,1, 6.5,JAPAN,"KUJUKURI BEACH, JAPAN",  35.200,  140.800,   2.00,1,,,,
1732,,,1,0,,JAPAN,"HACHIJO ISLAND, JAPAN",  33.100,  139.767,   2.00,2,,,,
1735,12,27,2,1,*,PHILIPPINES,E. LUZON ISLAND,  15.800,  121.700,,1,,,2,
1737,10,11,-1,9,*,INDIA,CALCUTTA,,,,1,300000,,,
1737,10,16,4,1,*,RUSSIA,KAMCHATKA,  51.100,  158.000,  15.24,7,3,,1,
1737,12,17,-1,1, 7.5,RUSSIA,KAMCHATKA,  50.000,  157.000,,0,,,,
1737,12,24,1,1, 8.0,CHILE,SOUTHERN CHILE, -43.000,  -74.000,,0,,,,
1738,7,19,1,1, 6.5,GREECE,"MILOS ISLAND, AEGEAN ISLANDS",  36.800,   24.400,,1,,,,
1741,1,31,3,1,,GREECE,ISLAND OF RHODES,  36.200,   28.500,,1,,,,
1741,8,29,4,6,,JAPAN,W. HOKKAIDO ISLAND,  41.500,  139.370,  90.00,6,2000,,3,871
1742,1,16,4,1,,ITALY,LIVORNO,  43.500,   10.200,,1,,,,
1742,2,21,3,0,,GREECE,CORINTH GULF,,,,0,,,,
1742,3,23,1,1,*,CHILE,CENTRAL CHILE, -36.800,  -73.000,,0,,,,
1742,11,18,3,1, 7.0,RUSSIA,N. KURIL ISLANDS,  51.500,  157.000,,0,,,,
1742,11,19,1,0,,ITALY,TUSCANY COAST,,,,1,,,,
1743,2,20,1,1, 6.9,ITALY,IONIAN AND ADRIATIC SEAS,  39.000,   20.300,,1,,,,
1744,,,2,1,*,PHILIPPINES,N. LUZON ISLAND,  17.000,  121.000,,1,,,,
1746,10,29,4,1, 8.0,PERU,CENTRAL PERU, -11.996,  -77.198,  24.00,12,4800,,4,
1746,12,26,1,0,,PORTUGAL,PORTUGAL,,,,0,,,,
1747,3,,2,0,,JAPAN,"IZU PENINSULA, HACHIJO ISLAND",  33.100,  139.800,,2,,,1,
1747,,,1,1,*,PHILIPPINES,SOUTHEASTERN LUZON ISLAND,  13.600,  123.200,,1,,,,
1748,5,14,4,1, 6.8,GREECE,CORINTHOS-PATRAS GULF,  38.300,   22.100,,1,,,2,
1749,8,12,4,6,*,PHILIPPINES,"TAAL, LUZON ISLAND",  14.002,  120.993,,1,,,1,
1750,10,,0,1,*,BULGARIA,MARITZA RIVER,  42.100,   24.800,,0,,,,
1750,12,17,2,1,*,CROATIA,RIJEKA,  46.000,   12.250,,1,,,,
1750,,,1,1,*,VENEZUELA,CUMANA,  10.700,  -64.100,,1,,,,
1750,,,1,1,*,MYANMAR (BURMA),MYANMAR (BURMA) COAST,  18.800,   93.633,,0,,,,
1751,5,20,4,3, 6.6,JAPAN,NW. HONSHU ISLAND,  37.200,  138.100,,1,2100,,4,9100
1751,5,25,4,1, 8.5,CHILE,CENTRAL CHILE, -37.000,  -73.000,   3.50,7,65,,1,
1751,7,24,1,0,,JAPAN,MIYAGI,,,,2,,,,
1751,9,15,-1,1, 7.3,HAITI,PORT-AU-PRINCE,  18.500,  -72.300,,0,,,,
1751,10,18,3,1, 7.3,DOMINICAN REPUBLIC,AZUA  DE COMPOSTELA,  18.500,  -70.700,,3,,,3,
1751,11,21,2,1,*,ITALY,LIGURIAN SEA,  43.800,    9.000,,1,,,1,
1751,11,21,-1,1,*,HAITI,PORT-AU-PRINCE,  18.500,  -72.300,,0,,,,
1752,4,28,1,1,*,PORTUGAL,PORTUGAL,  40.400,   -8.700,,0,,,,
1752,7,21,2,1,,SYRIA,LATAKIA,,,,1,,,,
1754,4,,-1,1,,TAIWAN,E. CHINA SEA,  25.300,  121.400,,1,,,1,
1754,8,18,3,1, 6.5,INDONESIA,BANDA SEA,  -3.500,  128.500,,3,,,,
1754,9,1,3,1,*,MEXICO,S. MEXICO,  16.800,  -99.200,   4.00,1,,,3,
1754,9,2,2,1,,TURKEY,MARMARA SEA,  40.600,   30.000,,0,,,,
1754,9,7,2,1,*,INDONESIA,BANDA SEA,  -3.500,  128.500,,1,,,,
1754,9,16,2,1,,TURKEY,MARMARA SEA,,,,0,,,,
1754,11,15,1,6,,PHILIPPINES,"TAAL, LUZON ISLAND",  14.002,  120.993,,1,12,,3,
1755,10,4,0,0,,USA,LAKE ONTARIO,  43.500,  -78.000,   1.52,1,,,,
1755,11,1,4,1, 8.5,PORTUGAL,LISBON,  37.000,  -10.000,  18.30,85,50000,,4,
1755,11,2,0,1,,PORTUGAL,SW PORTUGAL,  37.000,  -10.000,,0,,,,
1755,11,5,1,0,,UK,"RIVER TEES, ENGLAND",  54.680,   -1.210,    .90,1,,,,
1755,11,16,2,1,,SPAIN,CORUNA,,,,0,,,,
1755,11,18,1,1,*,USA,MASSACHUSETTS: EAST OF CAPE ANN,  42.700,  -70.300,,2,,,,
1755,12,21,2,1,,PORTUGAL,SW PORTUGAL,  37.000,  -10.000,,0,,,,
1756,1,31,0,0,,SPAIN,BALEARES,,,,0,,,,
1756,2,27,2,0,,UK,"ILFRACOMBE, ENGLAND",  51.208,   -4.122,   1.80,1,,,,
1756,2,,4,8,,NORWAY,WESTERN NORWAY,  62.767,    7.900,,0,,,,
1756,3,29,1,1,*,PORTUGAL,LISBON,  38.700,   -9.100,,0,,,,
1756,10,22,1,1,,ITALY,GARGANO PENINSULA,  37.700,   22.800,,1,,,,
1757,7,9,2,1,*,PORTUGAL,AZORES,  38.650,  -28.080,,3,,,,
1757,7,15,1,1,*,UK,"SCILLY ISLANDS, ENGLAND",  49.920,   -6.320,,1,,,,
1757,8,24,2,1, 7.5,INDONESIA,JAKARTA,  -6.000,  107.000,    .50,1,,,,
1758,5,,1,0,,GREECE,NORTH EVOIKOS GULF,,,,0,,,,
1759,10,30,2,1,*,ISRAEL,AKKO,  33.000,   35.500,   8.00,1,,,,
1760,1,21,2,1,,GERMANY,GERMANY & DENMARK,,,,1,,,,
1760,6,16,1,1,,ITALY,BAY OF NAPLES,,,,1,,,,
1761,3,31,3,1, 8.5,PORTUGAL,SW PORTUGAL,  34.500,  -13.000,   2.40,22,,,,
1761,7,28,-1,9,,UK,"MOUNT'S BAY, ENGLAND",  50.033,   -5.417,,0,,,,
1761,8,14,1,1,,UK,"GUERNSEY, ENGLISH CHANNEL",  49.465,   -2.585,,0,,,,
1762,4,2,4,1,*,BANGLADESH,NORTHERN BAY OF BENGAL,  22.000,   92.000,   1.83,4,,,,
1762,5,26,1,0,,NORWAY,NORWAY: BERGEN,  60.383,    5.333,,0,,,,
1762,9,27,1,0,,UK,"THE THAMES, ENGLAND",  51.500,     .100,   3.00,1,,,,
1762,10,31,4,1, 6.6,JAPAN,NW. HONSHU ISLAND,  38.100,  138.700,,1,,,1,26
1763,1,29,3,1, 7.4,JAPAN,SANRIKU,  40.800,  142.000,   5.00,4,,,1,2
1763,3,11,4,1, 7.8,JAPAN,N. SANRIKU,  41.000,  142.500,,1,,,2,
1763,3,15,4,1, 7.1,JAPAN,"SANRIKU, HACHIONHE",  40.700,  142.000,,1,,,3,
1763,9,12,3,1,*,INDONESIA,BANDA SEA,  -6.000,  130.000,   9.00,2,7,,,
1763,9,18,1,0,,UK,"WEYMOUTH, ENGLAND",  50.600,   -2.466,   3.00,1,,,,
1764,2,11,1,0,,UK,"BRISTOL, ENGLAND",  51.450,   -2.583,,0,,,,
1764,12,26,2,1,*,PORTUGAL,LISBON,  38.700,   -9.200,,0,,,,
1765,5,,1,0,,CHINA,SOUTH CHINA SEA,  23.120,  113.250,   9.00,1,10000,,,
1765,7,23,-1,9,,SWEDEN,SWEDEN,  65.200,   21.300,   1.20,1,,,,
1765,,,1,1,*,CHILE,CENTRAL CHILE, -33.050,  -71.617,,1,,,,
1766,3,8,4,1, 6.9,JAPAN,SANRIKU,  40.900,  140.700,,3,1700,,4,8200
1766,5,22,2,1, 6.5,TURKEY,MARMARA SEA,  40.800,   29.000,,1,,,,
1766,6,12,-1,1, 6.8,CUBA,SANTIAGO DE CUBA,  19.900,  -76.100,,1,,,,
1766,10,21,1,1, 7.5,VENEZUELA,CUMANA,  10.470,  -64.170,,1,,,2,
1767,4,24,3,1,*,MARTINIQUE (FRENCH TERRITORY),MARTINIQUE & BARBADOS,  14.400,  -61.000,,2,,,,
1767,9,5,1,0,,IRELAND,IRELAND,,,   1.50,2,,,,
1767,11,22,2,1,*,CHINA,SOUTH CHINA SEA,  22.200,  113.550,,1,,,,
1767,11,28,1,0,,UK,"LONDON, ENGLAND",  51.500,    -.080,,0,,,,
1767,,,1,0,,USA TERRITORY,"GUAM, MARIANA ISLANDS",  14.000,  143.300,,1,,,,
1768,6,22,3,1, 7.5,PAPUA NEW GUINEA,"CAPE SAINT GEORGE, NEW IRELAND",  -4.850,  152.800,,1,,,,
1768,7,22,4,1, 6.5,JAPAN,RYUKYU ISLANDS,  26.200,  127.500,   1.20,1,,,1,9
1769,6,3,-1,2,,HAITI,PORT-AU-PRINCE,  18.500,  -72.300,,0,,,,
1769,8,29,4,1, 7.4,JAPAN,SW. KYUSHU ISLAND,  32.300,  132.000,,1,,,,
1769,,,3,1,,GREECE,CORINTH GULF,  38.400,   12.200,,0,,,,
1770,6,3,4,1,*,HAITI,PORT-AU-PRINCE,  18.500,  -72.300,,4,,,,
1770,12,,1,1,*,PHILIPPINES,W. LUZON ISLAND,  14.600,  120.980,,1,,,,
1770,,,3,1, 7.0,INDONESIA,SW. SUMATRA,  -5.000,  102.000,,1,,,,
1771,4,24,4,1, 7.4,JAPAN,RYUKYU ISLANDS,  24.000,  124.300,  85.40,34,13486,,4,3237
1771,11,9,1,4,,INDONESIA,N. MOLUCCAS ISLANDS,    .800,  127.325,,1,1,,,
1772,11,24,3,1,,GREECE,AEGEAN SEA,  38.800,   26.700,,0,,,,
1773,5,6,2,1,*,MOROCCO,TANGIERS,  35.800,   -5.830,   9.00,3,,,,
1773,6,3,-1,1,*,GUATEMALA,GUATEMALA-NICARAGUA,  14.600,  -90.700,,1,,,,
1773,,,-1,6,,INDONESIA,KALIMANTAN ISLAND,,,,0,,,,
1774,7,24,1,0,,ITALY,LIVORNO,,,,1,,,,
1774,9,24,1,0,,,MEDITERRANEAN SEA,,,,2,,,,
1774,9,,-1,9,*,CANADA,NEWFOUNDLAND,,,,1,300,,,
1775,2,11,4,1,*,CUBA,SANTIAGO DE CUBA,  19.900,  -76.000,,2,,,3,
1775,3,,1,1,*,HAITI,HAITI: UNKNOWN LOCATION,  19.000,  -72.300,,1,,,3,
1775,4,18,3,1,*,INDONESIA,AMBON ISLAND,  -3.700,  128.200,,1,,,,
1775,10,22,1,1,,FRANCE,ISLAND OF CORSICA,,,,1,,,,
1775,10,,2,0,,JAPAN,"AWA, BOSO, JAPAN",,,,3,,,2,
1775,12,18,2,1,*,HAITI,HAITI & DOMINICAN REPUBLIC,  19.000,  -72.400,,2,,,3,
1777,11,14,1,1,,SWEDEN,SWEDEN: SUNDVAL,  62.366,   17.333,,0,,,,
1778,3,4,1,0,,BALTIC SEA,BALTIC SEA,,,,0,,,,
1778,6,16,3,1,,GREECE,AEGEAN SEA,,,,0,,,,
1778,7,,1,0,,JAPAN,"HIGO, JAPAN",,,,1,,,,
1780,6,18,-1,1,,RUSSIA,S. KURIL ISLANDS,,,,0,12,,,
1780,6,29,4,1, 7.5,RUSSIA,S. KURIL ISLANDS,  45.300,  151.200,  12.00,6,12,,1,
1780,9,9,4,6,,JAPAN,SW. KYUSHU ISLAND,  31.600,  130.700,   2.00,1,,,,
1780,10,3,-1,9,*,JAMAICA,SAVANNA LA MAR,  18.200,  -78.100,   3.00,1,10,,,
1780,10,31,4,6,,JAPAN,SW. KYUSHU ISLAND,  31.600,  130.700,,1,,,,
1781,4,11,4,6,,JAPAN,SW. KYUSHU ISLAND,  31.580,  130.670,,1,15,,1,
1781,4,,3,0,,TAIWAN,KAOHSIUNG,  24.000,  121.000,  30.00,1,1,,,
1781,8,1,1,2,*,JAMAICA,JAMAICA: UNKNOWN LOCATION,  18.100,  -77.300,,1,,,2,
1781,10,2,-1,9,,JAMAICA,JAMAICA,,,   3.00,0,,,,
1782,5,22,2,1, 7.0,TAIWAN,TAIWAN STRAIT,  24.500,  120.500,  10.00,2,40000,,3,
1782,8,22,4,3, 7.3,JAPAN,"ODAWARA, SAGAMI BAY",  35.100,  139.700,,3,,,,
1783,2,5,2,1,*,ITALY,TYRRHENIAN CALABRIA,  38.900,   17.100,,4,,,,
1783,2,5,4,1, 6.9,ITALY,TYRRHENIAN CALABRIA,  38.300,   15.967,,11,,,1,
1783,2,6,4,3, 5.9,ITALY,MESSINA STRAITS,  38.217,   15.633,  16.00,10,1500,,2,
1783,2,7,1,1, 6.6,ITALY,TYRRHENIAN CALABRIA,  38.583,   16.200,,1,,,,
1783,3,1,3,1, 5.9,ITALY,TYRRHENIAN CALABRIA,  38.767,   16.300,,1,,,,
1783,3,24,4,8,,ITALY,MESSINA STRAITS,  38.250,   15.717,,1,1,,,
1783,3,28,3,1, 6.9,ITALY,TYRRHENIAN CALABRIA,  38.783,   16.467,,1,,,,
1784,1,7,4,1, 4.1,ITALY,IONIAN CALABRIA,  38.317,   16.400,,1,,,1,
1784,1,9,2,1,,ITALY,TYRRHENIAN CALABRIA,,,,0,,,,
1784,1,19,2,1, 4.1,ITALY,MESSINA STRAITS,  38.167,   15.633,,4,,,1,
1784,3,28,1,1,*,MEXICO,S. MEXICO,  16.900,  -99.900,   3.00,1,,,,
1784,5,13,2,1, 8.0,PERU,S. PERU, -16.500,  -72.000,,2,,,1,
1787,3,28,4,1, 8.3,MEXICO,SAN MARCOS,  16.500,  -98.500,   4.00,6,11,,3,
1787,4,3,2,1, 7.3,MEXICO,SAN MARCOS,  15.500,  -97.000,   4.00,3,,,,
1787,10,27,1,1,*,JAMAICA,MONTEGO BAY,  18.470,  -77.920,,1,,,,
1787,,,1,0,,PORTUGAL,AZORES,  38.500,  -28.000,,0,,,,
1788,7,8,1,1,,IRISH SEA,IRISH SEA,,,,0,,,,
1788,7,21,4,1, 8.0,USA,"ALASKA PENINSULA, AK",  57.000, -153.000,  30.00,4,,,1,
1788,8,6,4,1, 8.0,USA,"SHUMAGIN ISLANDS, AK",  55.000, -161.000,  88.00,3,,,,
1789,,,2,0,,JAPAN,SANRIKU,  38.000,  141.000,,1,,,,
1790,9,11,-1,9,,USA,"E. ALEUTIAN ISLANDS, AK",,,,1,,,,
1790,10,9,3,1,*,ALGERIA,ORAN,  35.700,    -.600,,2,,,,
1791,4,15,1,1, 6.8,RUSSIA,KAMCHATKA,  56.000,  163.000,,1,,,,
1791,5,13,2,0,,JAPAN,RYUKYU ISLANDS,  32.800,  130.300,  11.00,4,,,1,
1791,9,13,3,1, 6.5,JAPAN,OASAKA BAY,  34.500,  135.400,,1,,,1,
1791,11,2,2,1, 7.0,GREECE,IONIAN SEA,  37.800,   21.000,,1,,,,
1792,1,23,2,0,,PORTUGAL,AZORES,  39.000,  -28.000,,1,,,1,
1792,5,21,1,0,,HOLLAND,NORTH SEA,  52.370,    4.530,,1,,,,
1792,5,21,4,6, 6.4,JAPAN,"SHIMABARA BAY, KYUSHU ISLAND",  32.750,  130.300,  55.00,28,14524,707,4,6200
1792,6,13,4,1, 6.9,JAPAN,W. HOKKAIDO ISLAND,  43.500,  140.600,,6,,,1,
